timestamp,type,message
2026-03-10 19:04:26,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:26,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:26,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:26,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:27,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:27,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:27,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:28,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:28,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:28,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:28,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:28,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:28,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:29,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:29,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:29,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:29,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:29,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:29,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:30,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:30,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:30,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:31,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:31,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:31,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:31,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:31,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:31,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:32,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:32,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:32,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:32,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:32,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:33,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:33,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:33,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:33,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:34,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:34,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:34,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:34,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:34,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:34,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:35,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:35,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:35,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:36,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:36,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:36,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:36,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:36,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:36,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:37,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:37,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:37,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:38,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:38,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:38,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:38,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:38,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:38,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:39,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:39,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:39,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:39,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:39,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:39,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:40,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:40,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:40,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:41,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:41,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:41,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:41,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:41,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:41,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:42,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:42,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:42,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:43,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:43,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:43,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:43,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:43,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:43,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:44,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:44,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:44,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:44,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:44,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:44,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:45,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:45,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:45,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:46,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:46,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:46,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:46,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:46,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:46,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:47,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:47,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:47,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:48,stuck_tank_0,Tank 0 stuck: the position doesn't change.
2026-03-10 19:04:48,stuck_tank_1,Tank 1 stuck: the position doesn't change.
2026-03-10 19:04:48,exception,InvalidOperationException: Invalid user : UnityEngine.InputSystem.Users.InputUser.get_index () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:83) | UnityEngine.InputSystem.Users.InputUser.get_controlScheme () (at ./Library/PackageCache/com.unity.inputsystem@57d0e36f6123/InputSystem/Plugins/Users/InputUser.cs:200) | Tanks.Complete.TankMovementML.FixedUpdate () (at Assets/_Tanks/Scripts/THESIS/TankMovementML.cs:201) | 
2026-03-10 19:04:48,stuck_tank_0,Tank 0 stuck: the position doesn't change.
